student_id,subject_class_id,gpa,status
20022103,48,3.9,Finished
20022130,96,0.1,Failed
20022203,53,3.9,Finished
20022182,31,0.7,Failed
20022131,49,0.9,Failed
20022159,22,3.8,Finished
20022126,114,0.1,Failed
20022169,54,0.4,Failed
20022153,70,1.8,Finished
20022213,63,0.6,Failed
20022119,22,2.8,Finished
20022174,51,2.5,Finished
20022120,51,3.2,Finished
20022145,67,4.0,Finished
20022212,95,0.9,Failed
20022116,41,2.0,Finished
20022139,65,2.4,Finished
20022167,108,0.2,Failed
20022135,97,2.8,Finished
20022215,37,3.9,Finished
20022193,12,0.1,Failed
20022192,83,0.4,Failed
20022161,5,2.1,Finished
20022197,101,1.3,Finished
20022160,36,2.9,Finished
20022178,121,1.5,Finished
20022140,76,0.4,Failed
20022132,122,0.3,Failed
20022129,38,0.5,Failed
20022199,18,0.4,Failed
20022188,115,1.7,Finished
20022175,62,1.4,Finished
20022166,29,0.2,Failed
20022110,85,3.4,Finished
20022177,99,3.2,Finished
20022125,99,2.0,Finished
20022170,88,0.8,Failed
20022114,115,0.7,Failed
20022107,97,2.6,Finished
20022195,97,0.2,Failed
20022156,77,0.5,Failed
20027519,23,0.3,Failed
20027553,16,2.3,Finished
20027510,4,0.2,Failed
20027514,18,0.7,Failed
20027532,83,0.1,Failed
20027528,61,0.4,Failed
20027539,8,0.4,Failed
20027505,71,3.7,Finished
20027543,11,0.8,Failed
20027502,60,2.4,Finished
20027550,23,1.1,Finished
20027549,1,3.5,Finished
20027501,10,3.3,Finished
20027541,119,0.8,Failed
20027512,115,3.4,Finished
20027504,71,0.9,Failed
20027542,86,1.4,Finished
20027544,34,3.3,Finished
20027518,35,3.5,Finished
20027513,63,0.6,Failed
20027520,77,2.7,Finished
20027508,126,1.9,Finished
20027521,20,0.6,Failed
20027527,127,0.4,Failed
20027507,109,2.6,Finished
20027534,17,0.1,Failed
20027503,60,3.4,Finished
20027551,14,3.8,Finished
20027511,100,1.5,Finished
20027537,114,0.7,Failed
20027546,121,3.7,Finished
20027506,76,0.1,Failed
20027523,73,1.2,Finished
20027500,62,2.7,Finished
20027524,83,3.0,Finished
20027540,10,0.4,Failed
20027526,1,0.3,Failed
20027522,38,0.1,Failed
20027535,57,1.7,Finished
20027538,81,0.6,Failed
20027547,102,0.7,Failed
20027529,42,0.7,Failed
20027509,62,0.8,Failed
20027525,95,1.9,Finished
20027545,129,3.0,Finished
20027531,59,1.7,Finished
20027517,79,0.9,Failed
20027515,61,1.2,Finished
20027516,95,1.5,Finished
20027530,117,0.6,Failed
20027548,121,1.6,Finished
20027536,98,3.4,Finished
20027533,48,3.9,Finished
20027552,88,2.3,Finished
20021168,8,2.2,Finished
20021212,35,0.3,Failed
20021101,59,4.0,Finished
20021102,128,1.9,Finished
20021210,35,3.1,Finished
20021103,42,0.2,Failed
20021172,25,0.3,Failed
20021104,46,0.0,Failed
20021195,70,0.5,Failed
20021211,126,1.1,Finished
20021203,16,0.0,Failed
20021201,10,1.9,Finished
20021155,49,0.2,Failed
20021217,65,0.7,Failed
20021147,2,3.5,Finished
20021161,110,3.2,Finished
20021169,63,2.5,Finished
20021163,91,0.6,Failed
20021218,88,2.4,Finished
20021108,44,0.6,Failed
20029039,244,0.7,Failed
20029029,299,1.0,Finished
20029042,193,2.8,Finished
20029084,247,3.3,Finished
20029060,277,2.7,Finished
20029053,140,1.4,Finished
20029057,270,0.5,Failed
20029078,178,0.8,Failed
20029047,220,1.4,Finished
20029105,141,3.9,Finished
20029045,186,0.1,Failed
20029076,160,1.3,Finished
20029103,227,0.7,Failed
20029041,295,1.2,Finished
20029011,176,0.7,Failed
20029106,249,0.8,Failed
20029068,208,2.7,Finished
20029066,202,2.4,Finished
20029023,147,0.5,Failed
20029092,187,3.8,Finished
20029025,228,3.3,Finished
20029100,179,1.6,Finished
20029077,169,0.7,Failed
20029003,219,1.7,Finished
20029085,251,0.4,Failed
20029091,273,0.4,Failed
20029034,270,3.7,Finished
20029090,144,3.7,Finished
20029083,203,0.4,Failed
20029065,144,1.6,Finished
20029016,294,2.1,Finished
20029012,189,0.7,Failed
20029030,176,3.3,Finished
20029081,194,1.3,Finished
20029088,172,0.5,Failed
20029079,202,2.5,Finished
20029086,206,3.8,Finished
20029043,142,0.2,Failed
20029052,208,0.8,Failed
20029040,210,0.3,Failed
20029098,259,0.2,Failed
20029049,275,2.9,Finished
20029027,237,0.5,Failed
20029050,275,0.7,Failed
20029087,154,0.2,Failed
20029015,143,0.1,Failed
20029021,201,3.3,Finished
20029032,254,0.0,Failed
20029095,184,3.5,Finished
20029024,162,3.3,Finished
20029010,201,2.4,Finished
20029093,264,3.9,Finished
20029008,273,1.8,Finished
20029097,295,0.0,Failed
20029046,144,0.8,Failed
20029089,269,1.8,Finished
20029069,154,0.6,Failed
20029056,274,0.2,Failed
20029071,212,1.7,Finished
20029074,254,0.1,Failed
20029096,231,3.8,Finished
20029018,213,0.1,Failed
20029035,219,2.6,Finished
20029014,197,3.3,Finished
20029051,163,0.2,Failed
20029019,285,2.1,Finished
20029026,210,3.1,Finished
20029063,256,2.3,Finished
20029061,242,1.3,Finished
20029072,216,1.8,Finished
20029004,143,0.1,Failed
20029036,235,3.4,Finished
20029006,154,0.7,Failed
20029002,250,0.0,Failed
20029009,280,0.4,Failed
20029000,300,1.8,Finished
20029059,148,3.5,Finished
20029094,239,0.5,Failed
20029075,152,3.3,Finished
20029005,249,2.9,Finished
20029007,279,0.3,Failed
20029070,145,0.8,Failed
20029028,176,4.0,Finished
20029033,260,0.2,Failed
20029104,162,0.2,Failed
20029054,270,0.8,Failed
20029037,263,0.5,Failed
20029001,294,1.6,Finished
20029080,170,3.8,Finished
20029102,277,0.2,Failed
20029020,261,2.8,Finished
20029073,184,1.5,Finished
20029038,298,0.7,Failed
20029013,167,0.1,Failed
20029048,218,2.9,Finished
20029064,194,1.5,Finished
20029099,239,0.8,Failed
20029044,293,3.8,Finished
20029055,194,2.3,Finished
20029022,285,0.7,Failed
20029082,144,0.0,Failed
20029062,247,0.7,Failed
20029017,256,0.4,Failed
20029031,247,0.6,Failed
20029101,146,1.3,Finished
20029058,240,3.0,Finished
20029067,188,0.1,Failed
20022138,268,3.7,Finished
20022171,140,2.4,Finished
20022168,297,0.7,Failed
20022189,208,0.3,Failed
20022162,266,3.3,Finished
20022200,251,1.9,Finished
20022201,178,2.1,Finished
20022206,271,3.3,Finished
20022105,267,0.7,Failed
20022121,275,3.4,Finished
20022205,254,0.8,Failed
20022186,232,0.8,Failed
20022122,241,0.6,Failed
20022133,298,0.5,Failed
20022198,198,0.6,Failed
20022216,274,0.7,Failed
20022151,239,0.6,Failed
20022137,255,0.0,Failed
20022181,225,3.8,Finished
20022187,139,0.2,Failed
20022191,275,0.6,Failed
20022173,226,0.6,Failed
20022180,147,1.4,Finished
20022136,222,0.4,Failed
20022142,146,1.5,Finished
20022150,250,2.9,Finished
20022211,282,0.4,Failed
20022128,149,0.8,Failed
20022002,152,0.5,Failed
20022141,165,1.8,Finished
20022112,222,0.7,Failed
20022143,164,1.6,Finished
20022217,181,2.2,Finished
20022184,236,0.4,Failed
20022144,211,3.3,Finished
20022101,204,0.4,Failed
20022209,221,2.0,Finished
20022146,242,0.8,Failed
20022109,192,0.7,Failed
20022115,274,3.1,Finished
20022165,168,2.7,Finished
20022100,190,0.8,Failed
20022155,277,3.9,Finished
20022204,146,0.4,Failed
20022176,283,0.8,Failed
20022147,162,3.9,Finished
20022106,157,0.1,Failed
20022117,151,0.8,Failed
20022152,241,0.3,Failed
20022214,144,1.3,Finished
20022124,216,1.6,Finished
20022123,235,0.7,Failed
20022111,225,0.7,Failed
20022134,187,1.3,Finished
20022194,223,2.7,Finished
20022210,152,2.7,Finished
20022127,139,3.7,Finished
20022164,191,0.6,Failed
20022108,263,1.8,Finished
20022102,169,0.9,Failed
20022163,227,0.8,Failed
20022196,141,3.8,Finished
20022218,170,2.7,Finished
20022190,165,0.2,Failed
20022185,159,0.6,Failed
20022183,283,0.0,Failed
20022158,223,0.8,Failed
20022104,233,0.7,Failed
20022149,242,2.7,Finished
20022113,260,3.4,Finished
20022148,298,3.1,Finished
20022118,164,3.5,Finished
20022157,207,0.7,Failed
20022172,247,0.2,Failed
20022154,238,0.2,Failed
20022207,175,0.2,Failed
20022179,276,1.9,Finished
20022208,172,1.0,Finished
20022103,238,0.3,Failed
20022130,292,0.3,Failed
20022203,151,2.8,Finished
20022182,208,1.5,Finished
20022131,284,3.8,Finished
20022159,281,2.4,Finished
20022126,157,3.7,Finished
20022169,178,1.8,Finished
20022153,240,0.3,Failed
20022213,296,0.7,Failed
20022119,174,0.4,Failed
20022174,246,3.2,Finished
20022120,299,1.8,Finished
20022145,234,3.3,Finished
20022212,257,2.6,Finished
20022116,167,0.6,Failed
20022139,191,2.9,Finished
20022167,289,2.3,Finished
20022135,176,3.0,Finished
20022215,296,3.2,Finished
20022193,298,0.1,Failed
20022192,245,0.2,Failed
20022161,251,0.7,Failed
20022197,277,3.9,Finished
20022160,149,3.2,Finished
20022178,233,1.4,Finished
20022140,238,0.4,Failed
20022132,197,1.1,Finished
20022129,212,0.7,Failed
20022199,142,3.9,Finished
20022188,192,2.6,Finished
20022175,271,2.9,Finished
20022166,278,1.1,Finished
20022110,144,0.5,Failed
20022177,274,0.8,Failed
20022125,203,3.2,Finished
20022170,226,0.2,Failed
20022114,170,3.0,Finished
20022107,262,2.0,Finished
20022195,189,3.3,Finished
20022156,180,0.4,Failed
20027519,284,1.0,Finished
20027553,300,0.1,Failed
20027510,252,0.8,Failed
20027514,218,1.0,Finished
20027532,177,1.9,Finished
20027528,245,0.9,Failed
20027539,185,1.9,Finished
20027505,173,2.6,Finished
20027543,202,2.2,Finished
20027502,299,0.5,Failed
20027550,219,1.4,Finished
20027549,257,3.6,Finished
20027501,271,0.5,Failed
20027541,192,3.0,Finished
20027512,144,0.1,Failed
20027504,145,2.5,Finished
20027542,213,3.5,Finished
20027544,261,0.1,Failed
20027518,178,3.3,Finished
20027513,300,1.8,Finished
20027520,177,0.6,Failed
20027508,243,1.8,Finished
20027521,178,0.7,Failed
20027527,182,3.7,Finished
20027507,151,0.3,Failed
20027534,243,0.7,Failed
20027503,179,0.3,Failed
20027551,242,0.5,Failed
20027511,149,0.5,Failed
20027537,176,2.7,Finished
20027546,233,0.5,Failed
20027506,236,0.8,Failed
20027523,259,1.4,Finished
20027500,257,3.4,Finished
20027524,155,3.4,Finished
20027540,259,3.5,Finished
20027526,250,1.1,Finished
20027522,139,0.1,Failed
20027535,229,0.7,Failed
20027538,189,0.1,Failed
20027547,144,0.9,Failed
20027529,285,2.5,Finished
20027509,277,2.8,Finished
20027525,288,1.1,Finished
20027545,166,4.0,Finished
20027531,227,0.4,Failed
20027517,187,0.0,Failed
20027515,220,1.6,Finished
20027516,265,0.5,Failed
20027530,214,2.7,Finished
20027548,247,0.2,Failed
20027536,139,3.2,Finished
20027533,206,1.8,Finished
20027552,279,2.4,Finished
20021168,299,1.3,Finished
20021212,232,0.9,Failed
20021101,159,0.3,Failed
20021102,242,0.6,Failed
20021210,212,0.4,Failed
20021103,239,3.1,Finished
20021172,213,1.2,Finished
20021104,297,3.5,Finished
20021195,245,1.5,Finished
20021211,252,0.6,Failed
20021203,173,2.6,Finished
20021201,192,0.2,Failed
20021155,223,3.7,Finished
20021217,144,0.1,Failed
20021147,157,1.7,Finished
20021161,294,2.2,Finished
20021169,237,0.2,Failed
20021163,299,0.2,Failed
20021218,141,1.2,Finished
20021108,273,0.6,Failed
20029039,139,1.4,Finished
20029029,149,0.1,Failed
20029042,276,3.8,Finished
20029084,252,3.7,Finished
20029060,172,3.3,Finished
20029053,198,2.0,Finished
20029057,271,0.0,Failed
20029078,276,0.4,Failed
20029047,233,0.8,Failed
20029105,277,2.5,Finished
20029045,298,2.5,Finished
20029076,155,1.8,Finished
20029103,235,0.0,Failed
20029041,288,2.0,Finished
20029011,256,0.8,Failed
20029106,229,3.3,Finished
20029068,158,0.9,Failed
20029066,296,2.8,Finished
20029023,285,1.8,Finished
20029092,274,0.2,Failed
20029025,244,0.4,Failed
20029100,273,0.3,Failed
20029077,260,3.6,Finished
20029003,165,2.7,Finished
20029085,248,0.7,Failed
20029091,279,0.1,Failed
20029034,212,1.5,Finished
20029090,275,0.5,Failed
20029083,240,1.1,Finished
20029065,231,2.7,Finished
20029016,248,0.6,Failed
20029012,276,0.0,Failed
20029030,173,1.5,Finished
20029081,287,0.5,Failed
20029088,236,0.7,Failed
20029079,206,0.3,Failed
20029086,181,0.1,Failed
20029043,154,0.5,Failed
20029052,287,1.4,Finished
20029040,246,0.0,Failed
20029098,289,1.2,Finished
20029049,202,3.4,Finished
20029027,155,0.4,Failed
20029050,262,0.8,Failed
20029087,152,0.3,Failed
20029015,168,1.1,Finished
20029021,290,1.5,Finished
20029032,278,0.7,Failed
20029095,244,1.8,Finished
20029024,266,0.4,Failed
20029010,192,0.7,Failed
20029093,159,3.9,Finished
20029008,145,3.4,Finished
20029097,194,2.1,Finished
20029046,285,0.2,Failed
20029089,225,3.8,Finished
20029069,175,3.7,Finished
20029056,209,1.7,Finished
20029071,282,3.8,Finished
20029074,252,0.5,Failed
20029096,153,0.3,Failed
20029018,261,0.6,Failed
20029035,146,0.6,Failed
20029014,248,2.8,Finished
20029051,233,0.0,Failed
20029019,142,0.4,Failed
20029026,232,3.3,Finished
20029063,274,1.9,Finished
20029061,253,1.6,Finished
20029072,144,2.8,Finished
20029004,255,1.0,Finished
20029036,238,2.0,Finished
20029006,198,0.5,Failed
20029002,288,0.9,Failed
20029009,229,1.8,Finished
20029000,262,0.6,Failed
20029059,286,3.0,Finished
20029094,184,2.2,Finished
20029075,215,3.1,Finished
20029005,160,2.1,Finished
20029007,284,1.8,Finished
20029070,296,0.0,Failed
20029028,166,0.8,Failed
20029033,182,0.7,Failed
20029104,178,1.6,Finished
20029054,290,2.5,Finished
20029037,282,0.3,Failed
20029001,292,0.2,Failed
20029080,172,0.7,Failed
20029102,239,0.6,Failed
20029020,195,0.8,Failed
20029073,219,0.0,Failed
20029038,147,3.6,Finished
20029013,293,0.1,Failed
20029048,262,2.0,Finished
20029064,189,3.0,Finished
20029099,225,2.8,Finished
20029044,249,0.3,Failed
20029055,214,0.6,Failed
20029022,147,2.2,Finished
20029082,268,0.8,Failed
20029062,196,0.3,Failed
20029017,227,1.7,Finished
20029031,238,3.4,Finished
20029101,213,2.8,Finished
20029058,147,0.6,Failed
20029067,176,2.1,Finished
20022138,289,0.8,Failed
20022171,191,3.9,Finished
20022168,220,2.5,Finished
20022189,253,2.4,Finished
20022162,213,0.1,Failed
20022200,181,2.7,Finished
20022201,174,0.5,Failed
20022206,211,3.9,Finished
20022105,269,0.7,Failed
20022121,239,0.6,Failed
20022205,250,1.2,Finished
20022186,196,2.5,Finished
20022122,177,2.9,Finished
20022133,203,0.0,Failed
20022198,151,2.3,Finished
20022216,231,3.6,Finished
20022151,189,0.6,Failed
20022137,171,3.2,Finished
20022181,219,2.6,Finished
20022187,273,1.7,Finished
20022191,256,0.5,Failed
20022173,288,1.3,Finished
20022180,164,1.4,Finished
20022136,287,2.0,Finished
20022142,252,1.2,Finished
20022150,286,0.1,Failed
20022211,233,0.8,Failed
20022128,285,2.0,Finished
20022002,160,0.2,Failed
20022141,234,0.4,Failed
20022112,192,0.9,Failed
20022143,178,2.0,Finished
20022217,257,2.0,Finished
20022184,249,3.4,Finished
20022144,248,0.2,Failed
20022101,182,2.1,Finished
20022209,247,1.8,Finished
20022146,296,0.6,Failed
20022109,182,0.6,Failed
20022115,259,3.6,Finished
20022165,203,1.8,Finished
20022100,228,1.6,Finished
20022155,278,2.8,Finished
20022204,293,0.2,Failed
20022176,261,3.3,Finished
20022147,195,0.2,Failed
20022106,158,3.9,Finished
20022117,289,0.1,Failed
20022152,148,1.4,Finished
20022214,278,1.1,Finished
20022124,189,2.6,Finished
20022123,175,0.2,Failed
20022111,161,0.6,Failed
20022134,216,2.3,Finished
20022194,235,1.1,Finished
20022210,197,2.2,Finished
20022127,184,2.4,Finished
20022164,158,0.3,Failed
20022108,139,2.9,Finished
20022102,178,0.2,Failed
20022163,272,0.8,Failed
20022196,164,2.7,Finished
20022218,228,2.8,Finished
20022190,145,0.4,Failed
20022185,219,0.2,Failed
20022183,221,3.4,Finished
20022158,283,0.1,Failed
20022104,167,0.3,Failed
20022149,264,3.8,Finished
20022113,296,0.4,Failed
20022148,190,2.6,Finished
20022118,235,0.8,Failed
20022157,261,0.7,Failed
20022172,176,1.3,Finished
20022154,182,3.7,Finished
20022207,184,0.0,Failed
20022179,196,1.8,Finished
20022208,257,1.6,Finished
20022103,175,2.7,Finished
20022130,253,0.6,Failed
20022203,218,0.9,Failed
20022182,268,1.7,Finished
20022131,151,2.4,Finished
20022159,276,3.7,Finished
20022126,180,3.8,Finished
20022169,253,0.5,Failed
20022153,170,0.7,Failed
20022213,203,3.5,Finished
20022119,236,1.2,Finished
20022174,197,0.4,Failed
20022120,266,1.6,Finished
20022145,269,0.2,Failed
20022212,221,2.3,Finished
20022116,184,1.8,Finished
20022139,147,0.2,Failed
20022167,281,0.9,Failed
20022135,156,2.2,Finished
20022215,264,0.0,Failed
20022193,212,1.1,Finished
20022192,246,0.2,Failed
20022161,246,2.3,Finished
20022197,156,0.2,Failed
20022160,148,0.5,Failed
20022178,289,0.7,Failed
20022140,160,3.8,Finished
20022132,260,1.1,Finished
20022129,214,0.8,Failed
20022199,240,0.8,Failed
20022188,222,2.2,Finished
20022175,148,0.6,Failed
20022166,147,1.8,Finished
20022110,216,3.6,Finished
20022177,192,4.0,Finished
20022125,299,3.7,Finished
20022170,260,3.8,Finished
20022114,234,0.2,Failed
20022107,172,0.0,Failed
20022195,242,3.1,Finished
20022156,266,0.7,Failed
20027519,273,2.0,Finished
20027553,227,1.0,Finished
20027510,147,1.6,Finished
20027514,291,0.1,Failed
20027532,203,0.6,Failed
20027528,298,2.8,Finished
20027539,183,0.5,Failed
20027505,186,0.8,Failed
20027543,239,0.4,Failed
20027502,230,0.2,Failed
20027550,281,2.7,Finished
20027549,242,2.4,Finished
20027501,251,0.2,Failed
20027541,251,0.4,Failed
20027512,203,0.7,Failed
20027504,225,0.8,Failed
20027542,179,1.1,Finished
20027544,292,1.3,Finished
20027518,275,0.2,Failed
20027513,229,0.7,Failed
20027520,225,3.1,Finished
20027508,280,0.2,Failed
20027521,223,0.7,Failed
20027527,256,1.1,Finished
20027507,216,0.7,Failed
20027534,186,0.0,Failed
20027503,187,1.1,Finished
20027551,195,0.6,Failed
20027511,199,0.4,Failed
20027537,201,1.3,Finished
20027546,166,0.8,Failed
20027506,176,0.3,Failed
20027523,169,0.2,Failed
20027500,291,1.3,Finished
20027524,148,3.8,Finished
20027540,238,0.5,Failed
20027526,222,2.3,Finished
20027522,143,0.7,Failed
20027535,247,3.0,Finished
20027538,279,4.0,Finished
20027547,149,0.3,Failed
20027529,158,0.7,Failed
20027509,195,0.3,Failed
20027525,190,0.2,Failed
20027545,231,0.5,Failed
20027531,248,2.8,Finished
20027517,209,2.4,Finished
20027515,250,2.0,Finished
20027516,282,2.3,Finished
20027530,192,0.6,Failed
20027548,261,0.7,Failed
20027536,222,1.2,Finished
20027533,291,0.6,Failed
20027552,275,2.7,Finished
20021168,210,1.8,Finished
20021212,178,2.1,Finished
20021101,270,0.2,Failed
20021102,254,0.8,Failed
20021210,145,2.7,Finished
20021103,282,0.0,Failed
20021172,140,0.2,Failed
20021104,166,0.6,Failed
20021195,292,0.9,Failed
20021211,260,3.6,Finished
20021203,248,0.3,Failed
20021201,291,0.8,Failed
20021155,166,0.6,Failed
20021217,228,1.7,Finished
20021147,204,1.7,Finished
20021161,185,1.6,Finished
20021169,146,1.9,Finished
20021163,165,0.9,Failed
20021218,268,0.7,Failed
20021108,159,2.4,Finished
20029039,377,0.4,Failed
20029029,453,3.6,Finished
20029042,370,1.6,Finished
20029084,425,0.0,Failed
20029060,431,0.6,Failed
20029053,442,0.3,Failed
20029057,306,0.5,Failed
20029078,433,0.8,Failed
20029047,339,2.6,Finished
20029105,439,0.8,Failed
20029045,408,2.9,Finished
20029076,316,0.8,Failed
20029103,387,3.6,Finished
20029041,327,0.5,Failed
20029011,347,0.7,Failed
20029106,454,2.3,Finished
20029068,425,0.6,Failed
20029066,400,0.7,Failed
20029023,472,,In progress
20029092,329,1.9,Finished
20029025,421,3.3,Finished
20029100,416,0.1,Failed
20029077,329,3.6,Finished
20029003,333,0.9,Failed
20029085,449,2.0,Finished
20029091,460,,In progress
20029034,306,2.3,Finished
20029090,444,3.4,Finished
20029083,478,,In progress
20029065,479,,In progress
20029016,320,3.7,Finished
20029012,483,,In progress
20029030,306,0.4,Failed
20029081,376,0.3,Failed
20029088,497,,In progress
20029079,433,3.9,Finished
20029086,415,2.1,Finished
20029043,390,3.3,Finished
20029052,477,,In progress
20029040,452,0.3,Failed
20029098,427,0.6,Failed
20029049,335,3.3,Finished
20029027,384,3.5,Finished
20029050,393,1.9,Finished
20029087,322,0.3,Failed
20029015,406,2.3,Finished
20029021,376,4.0,Finished
20029032,485,,In progress
20029095,467,,In progress
20029024,468,,In progress
20029010,389,0.8,Failed
20029093,307,0.1,Failed
20029008,368,3.3,Finished
20029097,381,0.7,Failed
20029046,430,3.9,Finished
20029089,377,0.5,Failed
20029069,375,2.7,Finished
20029056,412,0.6,Failed
20029071,375,0.2,Failed
20029074,325,2.5,Finished
20029096,456,,In progress
20029018,398,0.2,Failed
20029035,410,0.4,Failed
20029014,375,0.6,Failed
20029051,413,3.9,Finished
20029019,414,0.3,Failed
20029026,329,1.9,Finished
20029063,371,3.3,Finished
20029061,445,1.2,Finished
20029072,495,,In progress
20029004,318,2.6,Finished
20029036,409,2.9,Finished
20029006,391,1.4,Finished
20029002,446,0.0,Failed
20029009,418,2.6,Finished
20029000,486,,In progress
20029059,322,1.4,Finished
20029094,311,0.6,Failed
20029075,446,3.0,Finished
20029005,472,,In progress
20029007,389,3.2,Finished
20029070,426,0.1,Failed
20029028,451,3.3,Finished
20029033,323,3.7,Finished
20029104,463,,In progress
20029054,431,2.8,Finished
20029037,392,2.1,Finished
20029001,309,0.2,Failed
20029080,491,,In progress
20029102,409,3.0,Finished
20029020,408,0.4,Failed
20029073,395,1.5,Finished
20029038,331,0.8,Failed
20029013,330,1.8,Finished
20029048,416,0.3,Failed
20029064,350,0.4,Failed
20029099,389,3.0,Finished
20029044,491,,In progress
20029055,336,1.5,Finished
20029022,473,,In progress
20029082,330,0.1,Failed
